"country","CODE","pop2018","pop2019","pop2020","pop2021","pop2022","pop2023","pop2024","pop2025","pop2026","pop2027","pop2028","pop2029","pop2030","pop2031","pop2032","pop2033","pop2034","pop2035","pop2036","pop2037","pop2038","pop2039","pop2040","pop2041","pop2042","pop2043","pop2044","pop2045","pop2046","pop2047","pop2048","pop2049","pop2050","pop2051","pop2052","pop2053","pop2054","pop2055","pop2056","pop2057","pop2058","pop2059","pop2060","pop2061","pop2062","pop2063","pop2064","pop2065","pop2066","pop2067","pop2068","pop2069","pop2070","Country.code","Continent","endemic","pop2015","HDI","Percent.Urban","urban_dogs_Knoble","rural_dogs_Knoble","total_dogs_Knoble","rural_HDR","urban_HDR","Business.Plan.Phase","cluster","gavi","gavi_2018","prop_urban","p_rabid","p_rabid_n","p_rabid_source","p_rabid_setting","p_seek","p_seek_n","p_receive","p_receive_n","p_complete","p_complete_n","vaccine_paid_by_patient","RIG_usage","RIG_paid_by_patient","ID","ID_prop","tot_dog_pop","dog_pop_setting","cost_first_visit","cost_followup_visit","ID_2015","price_per_vial","price_per_vial_RIG"
"United Kingdom","GBR",66573504,66959016,67334208,67699483,68056781,68405450,68744697,69074025,69393333,69702920,70003244,70294922,70578614,70854542,71123165,71385607,71643249,71897215,72147951,72395653,72640822,72883919,73125233,73364864,73602690,73838354,74071329,74301029,74527369,74749916,74967402,75178214,75381137,75575847,75762441,75940679,76110433,76271777,76424718,76569727,76708104,76841537,76971438,77098325,77222528,77345124,77467244,77589761,77713170,77837477,77962373,78087280,78211698,"GBR","Europe",0,65138232,0.863,83,8276764,1744502,10021266,6.5,6.5,NA,"free",FALSE,FALSE,0.82835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,41.6353999794338,30.518618879232,FALSE,NA,NA
"United States of America","USA",326766748,329093110,331431534,333783196,336149711,338523714,340895345,343255846,345601753,347929541,350230259,352493665,354711670,356879946,358997015,361061610,363073790,365033872,366941644,368797150,370601929,372358216,374068752,375734948,377359928,378950342,380514372,382058853,383587662,385102864,386607164,388102725,389591663,391075734,392557264,394039407,395525554,397018031,398517824,400024253,401535603,403049130,404562225,406073428,407581291,409082951,410575088,412054508,413519380,414967289,416393634,417793142,419161631,"USA","Americas",0,321418820,0.91,82,34977653,7878190,42855843,7.5,7.5,NA,"free",FALSE,FALSE,0.81788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,42.8682316376744,31.4281537307651,FALSE,NA,NA
"Uruguay","URY",3469551,3482156,3494387,3506138,3517420,3528274,3538756,3548938,3558802,3568290,3577382,3586061,3594299,3602074,3609406,3616268,3622650,3628564,3633990,3638941,3643409,3647413,3650962,3654061,3656721,3658931,3660706,3662036,3662935,3663420,3663484,3663147,3662437,3661346,3659880,3658046,3655814,3653202,3650198,3646805,3643018,3638857,3634283,3629328,3623986,3618251,3612139,3605651,3598787,3591572,3583991,3576072,3567823,"URY","Americas",0,3431555,0.783,95,436087,21454,457541,7.5,7.5,NA,"free",FALSE,FALSE,0.9546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,49.1771656283647,36.0578268591811,FALSE,22.3373130970272,NA
"Uzbekistan","UZB",32364996,32807368,33235825,33648956,34046200,34427732,34794284,35146617,35484562,35808300,36119473,36420216,36712267,36996226,37272259,37541052,37803244,38059262,38309384,38553596,38791541,39022683,39246465,39462759,39671233,39870838,40060222,40238337,40404772,40559445,40702045,40832387,40950366,41055888,41149052,41230159,41299725,41358196,41405832,41442946,41470196,41488317,41497995,41499630,41493576,41480342,41460462,41434391,41402507,41365093,41322271,41274070,41220568,"UZB","Asia",1,31299500,0.641,36,1517608,1392828,2910436,14.3,7.5,"III","asia",TRUE,FALSE,0.36479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,3.00488192420004,2.20233582052536,FALSE,NA,NA
"Vanuatu","VUT",282117,288017,293934,299872,305825,311787,317773,323766,329780,335800,341846,347903,353974,360069,366172,372295,378412,384535,390661,396776,402885,408991,415081,421158,427209,433249,439249,445242,451187,457099,462970,468811,474593,480342,486028,491667,497255,502792,508272,513700,519070,524373,529615,534787,539889,544921,549889,554793,559623,564376,569061,573673,578204,"VUT","Oceania",0,264652,0.617,26,9220,13672,22891,14.3,7.5,NA,"free",FALSE,FALSE,0.26441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,5.37776498294947,3.94355068342221,FALSE,NA,NA
"Venezuela (Bolivarian Republic of)","VEN",32381221,32779868,33172392,33558483,33938123,34311467,34678774,35040206,35395700,35744932,36087435,36422582,36749904,37069158,37380341,37683426,37978484,38265561,38544577,38815424,39078083,39332531,39578762,39816784,40046581,40268072,40481170,40685814,40882005,41069830,41249453,41421114,41584988,41741193,41889765,42030781,42164306,42290397,42409132,42520616,42624985,42722369,42812908,42896655,42973684,43044085,43107964,43165379,43216424,43261106,43299410,43331241,43356576,"VEN","Americas",1,31108083,0.735,89,3691078,456667,4147744,7.5,7.5,NA,"endemic",FALSE,FALSE,0.89043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,54.7758959959846,40.1629444932864,FALSE,NA,NA
"Vietnam","VNM",96491146,97429061,98360145,99284146,100194727,101084329,101943038,102763511,103543406,104283957,104986025,105651851,106283637,106881337,107445789,107981467,108494170,108988478,109466143,109927593,110374441,110807990,111229112,111638620,112036467,112421398,112791469,113144909,113481203,113799800,114098834,114376118,114629852,114859193,115063675,115242246,115393895,115517962,115614247,115682958,115724409,115739164,115727991,115691467,115630608,115547326,115443926,115322545,115184413,115030721,114863440,114684678,114496277,"VNM","Asia",1,91703800,0.593,34,4107474,4258583,8366058,14.3,7.5,"I","asia",TRUE,FALSE,0.34236,0.16,NA,"unknown",NA,0.6,1200,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,0.4,8000000,"mixed",4.30775314587087,3.15890391616581,NA,23.957240078888,45
"Western Sahara","ESH",567421,582478,597339,611845,626089,640128,654081,668025,681963,695800,709532,723171,736683,750079,763355,776509,789535,802434,815211,827850,840378,852780,865076,877258,889323,901273,913113,924851,936482,947993,959363,970543,981529,992301,1002854,1013189,1023289,1033157,1042793,1052197,1061357,1070290,1079006,1087490,1095759,1103813,1111651,1119277,1126698,1133916,1140941,1147787,1154466,"ESH","Africa",1,526216,0.403,93,23084.0037735849,4977.71891891891,28061.7226925038,NA,NA,NA,"west africa",FALSE,FALSE,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9139296780856,5.80539017319917,NA,NA,NA
"Yemen","YEM",28915284,29579986,30245305,30910815,31575533,32239043,32900886,33560644,34218019,34872702,35524173,36171853,36815286,37453909,38087508,38716410,39341197,39962096,40578956,41191012,41797181,42396011,42986334,43567400,44138834,44700165,45251062,45791086,46319750,46836330,47339907,47829434,48304040,48763178,49206527,49633685,50044350,50438268,50815200,51174963,51517443,51842580,52150388,52440860,52714126,52970461,53210273,53433907,53641657,53833738,54010552,54172526,54320079,"YEM","Asia",1,26832215,0.462,35,1238074,1227039,2465113,14.3,7.5,"III","east africa",TRUE,TRUE,0.35187,0.627,166,"vet","all",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,10.9537713909728,8.03703548869728,FALSE,NA,NA
"Zambia","ZMB",17609178,18137369,18679273,19234791,19803619,20386125,20982764,21593825,22219440,22859363,23513109,24179963,24859376,25551178,26255378,26971852,27700551,28441399,29194278,29959107,30736002,31525138,32326616,33140423,33966440,34804573,35654689,36516657,37390290,38275489,39172280,40080735,41000822,41932434,42875227,43828553,44791586,45763655,46744372,47733591,48731181,49737110,50751286,51773463,52803331,53840605,54884968,55936138,56993817,58057772,59127840,60203908,61285791,"ZMB","Africa",1,16211767,0.43,41,312933,1294269,1607202,7.4,21.2,"II","east africa",TRUE,TRUE,0.41379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,12.5414544051962,9.19934564334496,FALSE,NA,NA
"Zimbabwe","ZWE",16913261,17297495,17680465,18060453,18437423,18813091,19190301,19571154,19955912,20343863,20735073,21129447,21526861,21927311,22330754,22736929,23145468,23556026,23968335,24382067,24796673,25211507,25625981,26039654,26452158,26863059,27271926,27678330,28081890,28482220,28878815,29271142,29658750,30041295,30418546,30790295,31156399,31516725,31871087,32219327,32561327,32896980,33226222,33548926,33865059,34174693,34477969,34774981,35065689,35350011,35627893,35899307,36164172,"ZWE","Africa",1,15602751,0.376,32,238281,1425838,1664119,7.4,21.2,"I","east africa",TRUE,TRUE,0.32277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,24.6908851509709,18.1111360303654,FALSE,NA,NA
